date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:06%20GMT	https://alphafloris.webflow.io/licenses	/home/abdisa/Desktop/catman/alphafloris.webflow.io/licenses	(from https://alphafloris.webflow.io/corporate)
12:06:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:06%20GMT	https://alphafloris.webflow.io/gallery?tab=weddings-tab	/home/abdisa/Desktop/catman/alphafloris.webflow.io/gallery5dce	(from https://alphafloris.webflow.io/weddings)
12:06:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:06%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d6e79ba55251a871c616228_img-11.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d6e79ba55251a871c616228_img-11.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:07%20GMT	https://alphafloris.webflow.io/weddings/catlyn-jack	/home/abdisa/Desktop/catman/alphafloris.webflow.io/weddings/catlyn-jack	(from https://alphafloris.webflow.io/gallery)
12:06:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:07%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d6e78c506a7eae9d51961c3_img-4.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d6e78c506a7eae9d51961c3_img-4.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:07%20GMT	https://alphafloris.webflow.io/weddings/anita-greg	/home/abdisa/Desktop/catman/alphafloris.webflow.io/weddings/anita-greg	(from https://alphafloris.webflow.io/gallery)
12:06:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:07%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d6e7f601fcdd460eda79356_img-24.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d6e7f601fcdd460eda79356_img-24.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:08%20GMT	https://alphafloris.webflow.io/corporate/choppy-foundation	/home/abdisa/Desktop/catman/alphafloris.webflow.io/corporate/choppy-foundation	(from https://alphafloris.webflow.io/gallery)
12:06:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:08%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d725dc6f0cb54465b290a7a_candles-catering-celebration-265920.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d725dc6f0cb54465b290a7a_candles-catering-celebration-265920.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:08%20GMT	https://alphafloris.webflow.io/corporate/beverly-weekend	/home/abdisa/Desktop/catman/alphafloris.webflow.io/corporate/beverly-weekend	(from https://alphafloris.webflow.io/gallery)
12:06:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:08%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d725dde7e4c793245a79f3e_catering-celebration-chairs-50675.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d725dde7e4c793245a79f3e_catering-celebration-chairs-50675.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:09%20GMT	https://alphafloris.webflow.io/corporate/fantasy-hills	/home/abdisa/Desktop/catman/alphafloris.webflow.io/corporate/fantasy-hills	(from https://alphafloris.webflow.io/gallery)
12:06:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:09%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d725e13013e4ad9d220e2a3_candles-catering-chairs-2306282.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d725e13013e4ad9d220e2a3_candles-catering-chairs-2306282.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:09%20GMT	https://alphafloris.webflow.io/anniversary/60th-birthday-bash	/home/abdisa/Desktop/catman/alphafloris.webflow.io/anniversary/60th-birthday-bash	(from https://alphafloris.webflow.io/gallery)
12:06:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:09%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d7260f1013e4a126020f4e9_siora-photography-LSNtAwBzRoo-unsplash%20(1	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d7260f1013e4a126020f4e9_siora-photography-LSNtAwBzRoo-unsplash%20(1	(from https://alphafloris.webflow.io/gallery)
12:06:15	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:10%20GMT	https://alphafloris.webflow.io/anniversary/wild-west	/home/abdisa/Desktop/catman/alphafloris.webflow.io/anniversary/wild-west	(from https://alphafloris.webflow.io/gallery)
12:06:15	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:10%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d725ea3013e4a126120e501_cake-2.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d725ea3013e4a126120e501_cake-2.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:15	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:10%20GMT	https://alphafloris.webflow.io/anniversary/happy-4th-of-july	/home/abdisa/Desktop/catman/alphafloris.webflow.io/anniversary/happy-4th-of-july	(from https://alphafloris.webflow.io/gallery)
12:06:15	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2007%20Apr%202023%2009:03:10%20GMT	https://alphafloris.webflow.io/%22https://assets.website-files.com/5d4f079d326ec17deb4387ee/5d725e8f7e4c795c43a7a1df_cake-1.jpg%22	/home/abdisa/Desktop/catman/alphafloris.webflow.io/_https_/assets.website-files.com/5d4f079d326ec17deb4387ee/5d725e8f7e4c795c43a7a1df_cake-1.jpg_	(from https://alphafloris.webflow.io/gallery)
12:06:16	0/-1	---M--	502	error ('')			https://alphafloris.webflow.io/weddings/kimberly-tim	/home/abdisa/Desktop/catman/alphafloris.webflow.io/weddings/kimberly-tim	(from https://alphafloris.webflow.io/gallery)
12:06:19	89476/89476	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5d48378fbaced7a2a7d6b013	/home/abdisa/Desktop/catman/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8fae4.js	(from https://alphafloris.webflow.io/corporate)
12:06:19	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2007%20Apr%202023%2009:03:14%20GMT	https://assets.website-files.com/5d48378fbaced7a2a7d6b013/js/webflow.fbf900af4.js	/home/abdisa/Desktop/catman/assets.website-files.com/5d48378fbaced7a2a7d6b013/js/webflow.fbf900af4.js	(from https://alphafloris.webflow.io/corporate)
12:06:20	13188/13188	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	/home/abdisa/Desktop/catman/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://alphafloris.webflow.io/corporate)
12:06:22	894804/894804	---M--	200	added ('OK')	image/jpeg	etag:%22c68db19f79eae91ed2f8dc90d30166a6%22	https://assets.website-files.com/5d48378fbaced7a2a7d6b013/5f1889814db54c54ce84efff_weddings.jpg	/home/abdisa/Desktop/catman/assets.website-files.com/5d48378fbaced7a2a7d6b013/5f1889814db54c54ce84efff_weddings.jpg	(from https://assets.website-files.com/5d48378fbaced7a2a7d6b013/css/alphafloris.webflow.0dd590fa2.min.css)
